lrrk2	XM_048969273.1
LOC125727158	XM_049003877.1
LOC125727159	XM_049003878.1
LOC125727165	XM_049003879.1
LOC125727166	XM_049003880.1
LOC125727167	XM_049003881.1
LOC125727168	XM_049003882.1
LOC125727173	XM_049003883.1
LOC125727174	XM_049003884.1
LOC125727174	XM_049003885.1
LOC125727174	XM_049003886.1
ep400	XM_049003887.1
LOC125727175	XM_049003888.1
LOC125727181	XM_049003889.1
LOC125727182	XM_049003890.1
LOC125727182	XM_049003891.1
LOC125727184	XM_049003892.1
LOC125727184	XM_049003893.1
LOC125727183	XM_049003894.1
LOC125727185	XM_049003895.1
LOC125727185	XM_049003896.1
LOC125727185	XM_049003897.1
LOC125727186	XM_049003898.1
LOC125727188	XM_049003899.1
LOC125727189	XM_049003900.1
LOC125727190	XM_049003901.1
LOC125727183	XM_049003902.1
LOC125727191	XM_049003903.1
LOC125727192	XM_049003904.1
LOC125727193	XM_049003905.1
LOC125727113	XM_049003906.1
LOC125727194	XM_049003907.1
LOC125727194	XM_049003908.1
LOC125727183	XM_049003909.1
LOC125727194	XM_049003910.1
bmp15	XM_049003911.1
LOC125727196	XM_049003912.1
LOC125727196	XM_049003913.1
LOC125727197	XM_049003914.1
LOC125727183	XM_049003915.1
LOC125727204	XM_049003916.1
LOC125727204	XM_049003917.1
LOC125727204	XM_049003918.1
LOC125727204	XM_049003919.1
LOC125727204	XM_049003920.1
LOC125727204	XM_049003921.1
LOC125727204	XM_049003922.1
LOC125727183	XM_049003923.1
LOC125727204	XM_049003924.1
LOC125727204	XM_049003925.1
LOC125727204	XM_049003926.1
LOC125727204	XM_049003927.1
LOC125727204	XM_049003928.1
LOC125727204	XM_049003929.1
LOC125727204	XM_049003930.1
LOC125727204	XM_049003931.1
LOC125727204	XM_049003932.1
LOC125727204	XM_049003933.1
LOC125727183	XM_049003934.1
LOC125727204	XM_049003935.1
LOC125727204	XM_049003936.1
LOC125727204	XM_049003937.1
LOC125727204	XM_049003938.1
LOC125727204	XM_049003939.1
LOC125727204	XM_049003940.1
LOC125727204	XM_049003941.1
LOC125727204	XM_049003942.1
LOC125727204	XM_049003943.1
LOC125727204	XM_049003944.1
LOC125727204	XM_049003945.1
LOC125727204	XM_049003946.1
LOC125727204	XM_049003947.1
LOC125727204	XM_049003948.1
LOC125727204	XM_049003949.1
LOC125727205	XM_049003950.1
LOC125727204	XM_049003951.1
LOC125727204	XM_049003952.1
LOC125727204	XM_049003953.1
LOC125727204	XM_049003954.1
LOC125727204	XM_049003955.1
LOC125727204	XM_049003956.1
LOC125727204	XM_049003957.1
LOC125727204	XM_049003958.1
LOC125727204	XM_049003959.1
LOC125727204	XM_049003960.1
LOC125727205	XM_049003961.1
LOC125727204	XM_049003962.1
LOC125727204	XM_049003963.1
LOC125727204	XM_049003964.1
LOC125727204	XM_049003965.1
LOC125727204	XM_049003966.1
LOC125727204	XM_049003967.1
LOC125727204	XM_049003968.1
LOC125727204	XM_049003969.1
pus1	XM_049003970.1
pus1	XM_049003971.1
LOC125727113	XM_049003972.1
LOC125727210	XM_049003973.1
LOC125727211	XM_049003974.1
LOC125727212	XM_049003975.1
LOC125727212	XM_049003976.1
LOC125727214	XM_049003977.1
LOC125727214	XM_049003978.1
LOC125727213	XM_049003979.1
LOC125727215	XM_049003980.1
LOC125727215	XM_049003981.1
LOC125727215	XM_049003982.1
LOC125727216	XM_049003983.1
LOC125727216	XM_049003984.1
LOC125727216	XM_049003985.1
LOC125727217	XM_049003986.1
LOC125727217	XM_049003987.1
LOC125727217	XM_049003988.1
LOC125727219	XM_049003989.1
LOC125727219	XM_049003990.1
LOC125727220	XM_049003991.1
LOC125727221	XM_049003992.1
LOC125727218	XM_049003993.1
LOC125727218	XM_049003994.1
LOC125727229	XM_049003995.1
LOC125727230	XM_049003996.1
LOC125727218	XM_049003997.1
gstt1a	XM_049003998.1
LOC125727266	XM_049003999.1
LOC125727266	XM_049004000.1
mapk4	XM_049004001.1
LOC125727309	XM_049004002.1
LOC125727321	XM_049004003.1
LOC125727321	XM_049004004.1
LOC125727321	XM_049004005.1
LOC125727321	XM_049004006.1
LOC125727321	XM_049004007.1
LOC125727321	XM_049004008.1
LOC125727321	XM_049004009.1
LOC125727321	XM_049004010.1
LOC125727321	XM_049004011.1
me2	XM_049004012.1
LOC125727321	XM_049004013.1
LOC125727321	XM_049004014.1
LOC125727321	XM_049004015.1
LOC125727321	XM_049004016.1
LOC125727321	XM_049004017.1
LOC125727323	XM_049004018.1
LOC125727323	XM_049004019.1
LOC125727323	XM_049004020.1
LOC125727287	XM_049004021.1
me2	XM_049004022.1
LOC125727323	XM_049004023.1
LOC125727324	XM_049004024.1
LOC125727325	XM_049004025.1
LOC125727326	XM_049004026.1
smad4	XM_049004027.1
LOC125727335	XM_049004028.1
LOC125727336	XM_049004029.1
smad4	XM_049004030.1
LOC125727337	XM_049004031.1
LOC125727338	XM_049004032.1
smad4	XM_049004033.1
smad4	XM_049004034.1
prf1.5	XM_049004035.1
LOC125727366	XM_049004036.1
LOC125727367	XM_049004037.1
LOC125727368	XM_049004038.1
LOC125727369	XM_049004039.1
stpg2	XM_049004040.1
LOC125727378	XM_049004041.1
LOC125727379	XM_049004042.1
LOC125727380	XM_049004043.1
LOC125727380	XM_049004044.1
LOC125727380	XM_049004045.1
LOC125727380	XM_049004046.1
LOC125727380	XM_049004047.1
LOC125727380	XM_049004048.1
stpg2	XM_049004049.1
LOC125727381	XM_049004050.1
LOC125727382	XM_049004051.1
LOC125727383	XM_049004052.1
LOC125727384	XM_049004053.1
LOC125727385	XM_049004054.1
stpg2	XM_049004055.1
LOC125727386	XM_049004056.1
LOC125727387	XM_049004057.1
LOC125727387	XM_049004058.1
LOC125727388	XM_049004059.1
LOC125727390	XM_049004060.1
LOC125727390	XM_049004061.1
LOC125727391	XM_049004062.1
LOC125727391	XM_049004063.1
LOC125727393	XM_049004064.1
LOC125727393	XM_049004065.1
LOC125727393	XM_049004066.1
LOC125727394	XM_049004067.1
elac1	XM_049004068.1
LOC125727395	XM_049004069.1
LOC125727396	XM_049004070.1
LOC125727397	XM_049004071.1
LOC125727400	XM_049004072.1
LOC125727401	XM_049004073.1
LOC125727401	XM_049004074.1
LOC125727401	XM_049004075.1
LOC125727401	XM_049004076.1
LOC125727401	XM_049004077.1
LOC125727403	XM_049004078.1
tspan36	XM_049004079.1
LOC125727404	XM_049004080.1
LOC125727405	XM_049004081.1
LOC125727406	XM_049004082.1
LOC125727406	XM_049004083.1
LOC125727407	XM_049004084.1
LOC125727408	XM_049004085.1
LOC125727409	XM_049004086.1
LOC125727412	XM_049004087.1
LOC125727413	XM_049004088.1
trabd2a	XM_049004089.1
LOC125727413	XM_049004090.1
LOC125727413	XM_049004091.1
LOC125727414	XM_049004092.1
LOC125727415	XM_049004093.1
LOC125727415	XM_049004094.1
LOC125727416	XM_049004095.1
LOC125727417	XM_049004096.1
LOC125727417	XM_049004097.1
b4galt6	XM_049004098.1
LOC125727417	XM_049004099.1
LOC125727420	XM_049004100.1
LOC125727421	XM_049004101.1
LOC125727418	XM_049004102.1
LOC125727422	XM_049004103.1
LOC125727423	XM_049004104.1
LOC125727424	XM_049004105.1
LOC125727424	XM_049004106.1
LOC125727418	XM_049004107.1
LOC125727427	XM_049004108.1
LOC125727427	XM_049004109.1
LOC125727427	XM_049004110.1
LOC125727427	XM_049004111.1
LOC125727427	XM_049004112.1
LOC125727427	XM_049004113.1
LOC125727427	XM_049004114.1
LOC125727427	XM_049004115.1
LOC125727427	XM_049004116.1
LOC125727427	XM_049004117.1
LOC125727427	XM_049004118.1
LOC125727429	XM_049004119.1
LOC125727429	XM_049004120.1
LOC125727429	XM_049004121.1
rtn4r	XM_049004122.1
LOC125727429	XM_049004123.1
LOC125727429	XM_049004124.1
LOC125727429	XM_049004125.1
LOC125727429	XM_049004126.1
LOC125727429	XM_049004127.1
LOC125727429	XM_049004128.1
LOC125727429	XM_049004129.1
LOC125727429	XM_049004130.1
LOC125727429	XM_049004131.1
LOC125727429	XM_049004132.1
LOC125727429	XM_049004133.1
LOC125727429	XM_049004134.1
LOC125727429	XM_049004135.1
LOC125727431	XM_049004136.1
LOC125727430	XM_049004137.1
LOC125727431	XM_049004138.1
LOC125727431	XM_049004139.1
LOC125727431	XM_049004140.1
LOC125727432	XM_049004141.1
LOC125727432	XM_049004142.1
LOC125727432	XM_049004143.1
LOC125727433	XM_049004144.1
LOC125727434	XM_049004145.1
LOC125727436	XM_049004146.1
LOC125727437	XM_049004147.1
LOC125727435	XM_049004148.1
LOC125727446	XM_049004149.1
LOC125727435	XM_049004150.1
LOC125727447	XM_049004151.1
LOC125727448	XM_049004152.1
LOC125727449	XM_049004153.1
LOC125727450	XM_049004154.1
LOC125727451	XM_049004155.1
LOC125727452	XM_049004156.1
LOC125727453	XM_049004157.1
LOC125727435	XM_049004158.1
LOC125727454	XM_049004159.1
si:dkey-61p9.7	XM_049004160.1
LOC125727457	XM_049004161.1
LOC125727458	XM_049004162.1
LOC125727458	XM_049004163.1
LOC125727459	XM_049004164.1
LOC125727435	XM_049004165.1
LOC125727459	XM_049004166.1
LOC125727459	XM_049004167.1
LOC125727460	XM_049004168.1
LOC125727460	XM_049004169.1
LOC125727460	XM_049004170.1
LOC125727461	XM_049004171.1
LOC125727461	XM_049004172.1
LOC125727461	XM_049004173.1
LOC125727461	XM_049004174.1
b4galt6	XM_049004175.1
LOC125727435	XM_049004176.1
LOC125727461	XM_049004177.1
LOC125727462	XM_049004178.1
LOC125727463	XM_049004179.1
LOC125727463	XM_049004180.1
LOC125727463	XM_049004181.1
LOC125727463	XM_049004182.1
LOC125727464	XM_049004183.1
LOC125727465	XM_049004184.1
LOC125727435	XM_049004185.1
LOC125727466	XM_049004186.1
LOC125727466	XM_049004187.1
LOC125727466	XM_049004188.1
LOC125727467	XM_049004189.1
LOC125727467	XM_049004190.1
LOC125727468	XM_049004191.1
LOC125727468	XM_049004192.1
LOC125727468	XM_049004193.1
LOC125727435	XM_049004194.1
LOC125727468	XM_049004195.1
LOC125727469	XM_049004196.1
LOC125727469	XM_049004197.1
LOC125727469	XM_049004198.1
LOC125727469	XM_049004199.1
LOC125727470	XM_049004200.1
LOC125727471	XM_049004201.1
LOC125727471	XM_049004202.1
LOC125727435	XM_049004203.1
LOC125727472	XM_049004204.1
LOC125727472	XM_049004205.1
LOC125727472	XM_049004206.1
LOC125727472	XM_049004207.1
LOC125727472	XM_049004208.1
LOC125727472	XM_049004209.1
LOC125727472	XM_049004210.1
LOC125727472	XM_049004211.1
LOC125727472	XM_049004212.1
LOC125727472	XM_049004213.1
LOC125727435	XM_049004214.1
LOC125727472	XM_049004215.1
LOC125727472	XM_049004216.1
LOC125727472	XM_049004217.1
LOC125727473	XM_049004218.1
LOC125727474	XM_049004219.1
LOC125727474	XM_049004220.1
LOC125727474	XM_049004221.1
LOC125727476	XM_049004222.1
LOC125727476	XM_049004223.1
LOC125727476	XM_049004224.1
LOC125727476	XM_049004225.1
LOC125727476	XM_049004226.1
LOC125727478	XM_049004227.1
LOC125727478	XM_049004228.1
LOC125727478	XM_049004229.1
areg	XM_049004230.1
LOC125727478	XM_049004231.1
LOC125727478	XM_049004232.1
LOC125727478	XM_049004233.1
LOC125727478	XM_049004234.1
LOC125727478	XM_049004235.1
LOC125727478	XM_049004236.1
LOC125727478	XM_049004237.1
LOC125727478	XM_049004238.1
LOC125727478	XM_049004239.1
LOC125727478	XM_049004240.1
areg	XM_049004241.1
LOC125727478	XM_049004242.1
LOC125727479	XM_049004243.1
LOC125727481	XM_049004244.1
LOC125727482	XM_049004245.1
LOC125727482	XM_049004246.1
LOC125727482	XM_049004247.1
LOC125727483	XM_049004248.1
LOC125727485	XM_049004249.1
LOC125727485	XM_049004250.1
LOC125727485	XM_049004251.1
LOC125727485	XM_049004252.1
LOC125727485	XM_049004253.1
ebf2	XM_049004254.1
LOC125727486	XM_049004255.1
LOC125727487	XM_049004256.1
LOC125727488	XM_049004257.1
LOC125727488	XM_049004258.1
ebf2	XM_049004259.1
LOC125727208	XM_049004260.1
LOC125727490	XM_049004261.1
LOC125727490	XM_049004262.1
LOC125727491	XM_049004263.1
LOC125727491	XM_049004264.1
LOC125727491	XM_049004265.1
LOC125727491	XM_049004266.1
LOC125727489	XM_049004267.1
LOC125727499	XM_049004268.1
LOC125727500	XM_049004269.1
srgap2	XM_049004270.1
srgap2	XM_049004271.1
srgap2	XM_049004272.1
ikbke	XM_049004273.1
ikbke	XM_049004274.1
ikbke	XM_049004275.1
ikbke	XM_049004276.1
slc6a14	XM_049004277.1
LOC125727505	XM_049004278.1
LOC125727505	XM_049004279.1
LOC125727505	XM_049004280.1
LOC125727505	XM_049004281.1
LOC125727505	XM_049004282.1
LOC125727504	XM_049004283.1
LOC125727505	XM_049004284.1
LOC125727505	XM_049004285.1
LOC125727505	XM_049004286.1
il10	XM_049004287.1
LOC125727508	XM_049004288.1
LOC125727508	XM_049004289.1
LOC125727508	XM_049004290.1
LOC125727508	XM_049004291.1
LOC125727508	XM_049004292.1
LOC125727508	XM_049004293.1
LOC125727508	XM_049004294.1
LOC125727508	XM_049004295.1
LOC125727508	XM_049004296.1
LOC125727509	XM_049004297.1
LOC125727508	XM_049004298.1
LOC125727508	XM_049004299.1
LOC125727508	XM_049004300.1
mapkapk2a	XM_049004301.1
mapkapk2a	XM_049004302.1
mapkapk2a	XM_049004303.1
mapkapk2a	XM_049004304.1
mapkapk2a	XM_049004305.1
mapkapk2a	XM_049004306.1
LOC125727514	XM_049004307.1
LOC125727514	XM_049004308.1
LOC125727511	XM_049004309.1
LOC125727514	XM_049004310.1
LOC125727515	XM_049004311.1
LOC125727516	XM_049004312.1
LOC125727489	XM_049004313.1
rassf5	XM_049004314.1
rassf5	XM_049004315.1
rassf5	XM_049004316.1
dyrk3	XM_049004317.1
LOC125727521	XM_049004318.1
LOC125727521	XM_049004319.1
zgc:113307	XM_049004320.1
zgc:113307	XM_049004321.1
fam72a	XM_049004322.1
il19l	XM_049004323.1
LOC125727527	XM_049004324.1
LOC125727527	XM_049004325.1
LOC125727527	XM_049004326.1
LOC125727527	XM_049004327.1
LOC125727527	XM_049004328.1
LOC125727527	XM_049004329.1
LOC125727527	XM_049004330.1
fmoda	XM_049004331.1
LOC125727528	XM_049004332.1
LOC125727534	XM_049004333.1
LOC125727535	XM_049004334.1
LOC125727535	XM_049004335.1
LOC125727536	XM_049004336.1
LOC125727539	XM_049004337.1
piwil2	XM_049004338.1
LOC125727541	XM_049004339.1
LOC125727542	XM_049004340.1
LOC125727542	XM_049004341.1
LOC125727543	XM_049004342.1
LOC125727543	XM_049004343.1
LOC125727544	XM_049004344.1
LOC125727545	XM_049004345.1
LOC125727545	XM_049004346.1
piwil2	XM_049004347.1
LOC125727546	XM_049004348.1
LOC125727546	XM_049004349.1
LOC125727547	XM_049004350.1
LOC125727548	XM_049004351.1
LOC125727549	XM_049004352.1
LOC125727550	XM_049004353.1
LOC125727551	XM_049004354.1
LOC125727553	XM_049004355.1
LOC125727554	XM_049004356.1
LOC125727552	XM_049004357.1
LOC125727555	XM_049004358.1
LOC125727555	XM_049004359.1
LOC125727555	XM_049004360.1
LOC125727556	XM_049004361.1
LOC125727556	XM_049004362.1
LOC125727556	XM_049004363.1
LOC125727557	XM_049004364.1
LOC125727558	XM_049004365.1
LOC125727558	XM_049004366.1
LOC125727558	XM_049004367.1
LOC125727560	XM_049004368.1
endog	XM_049004369.1
LOC125727561	XM_049004370.1
LOC125727562	XM_049004371.1
LOC125727563	XM_049004372.1
LOC125727563	XM_049004373.1
LOC125727564	XM_049004374.1
LOC125727564	XM_049004375.1
LOC125727564	XM_049004376.1
LOC125727564	XM_049004377.1
LOC125727566	XM_049004378.1
LOC125727565	XM_049004379.1
LOC125727566	XM_049004380.1
LOC125727566	XM_049004381.1
LOC125727567	XM_049004382.1
LOC125727567	XM_049004383.1
LOC125727489	XM_049004384.1
LOC125727567	XM_049004385.1
LOC125727567	XM_049004386.1
LOC125727567	XM_049004387.1
LOC125727569	XM_049004388.1
LOC125727569	XM_049004389.1
LOC125727569	XM_049004390.1
LOC125727569	XM_049004391.1
LOC125727571	XM_049004392.1
prdm6	XM_049004393.1
LOC125727572	XM_049004394.1
LOC125727573	XM_049004395.1
LOC125727574	XM_049004396.1
LOC125727575	XM_049004397.1
LOC125727576	XM_049004398.1
LOC125727576	XM_049004399.1
prdm6	XM_049004400.1
LOC125727577	XM_049004401.1
LOC125727578	XM_049004402.1
LOC125727579	XM_049004403.1
LOC125727580	XM_049004404.1
LOC125727582	XM_049004405.1
prdm6	XM_049004406.1
tjp3	XM_049004407.1
tjp3	XM_049004408.1
tjp3	XM_049004409.1
tjp3	XM_049004410.1
tjp3	XM_049004411.1
tjp3	XM_049004412.1
LOC125727586	XM_049004413.1
LOC125727586	XM_049004414.1
LOC125727588	XM_049004415.1
LOC125727589	XM_049004416.1
LOC125727589	XM_049004417.1
cfap299	XM_049004418.1
LOC125727590	XM_049004419.1
LOC125727590	XM_049004420.1
LOC125727592	XM_049004421.1
LOC125727592	XM_049004422.1
LOC125727593	XM_049004423.1
LOC125727593	XM_049004424.1
LOC125727594	XM_049004425.1
cfap299	XM_049004426.1
LOC125727594	XM_049004427.1
LOC125727594	XM_049004428.1
LOC125727594	XM_049004429.1
LOC125727594	XM_049004430.1
LOC125727594	XM_049004431.1
LOC125727595	XM_049004432.1
LOC125727596	XM_049004433.1
LOC125727598	XM_049004434.1
LOC125727598	XM_049004435.1
LOC125727598	XM_049004436.1
LOC125727598	XM_049004437.1
LOC125727597	XM_049004438.1
LOC125727599	XM_049004439.1
LOC125727600	XM_049004440.1
LOC125727601	XM_049004441.1
LOC125727602	XM_049004442.1
LOC125727602	XM_049004443.1
LOC125727603	XM_049004444.1
LOC125727604	XM_049004445.1
LOC125727604	XM_049004446.1
LOC125727604	XM_049004447.1
LOC125727604	XM_049004448.1
LOC125727604	XM_049004449.1
LOC125727606	XM_049004450.1
LOC125727605	XM_049004451.1
LOC125727606	XM_049004452.1
LOC125727606	XM_049004453.1
LOC125727607	XM_049004454.1
LOC125727608	XM_049004455.1
LOC125727609	XM_049004456.1
LOC125727610	XM_049004457.1
LOC125727611	XM_049004458.1
LOC125727612	XM_049004459.1
LOC125727614	XM_049004460.1
LOC125727616	XM_049004461.1
pop5	XM_049004462.1
LOC125727618	XM_049004463.1
LOC125727619	XM_049004464.1
LOC125727621	XM_049004465.1
LOC125727621	XM_049004466.1
LOC125727621	XM_049004467.1
LOC125727622	XM_049004468.1
LOC125727623	XM_049004469.1
LOC125727623	XM_049004470.1
LOC125727623	XM_049004471.1
LOC125727623	XM_049004472.1
LOC125727623	XM_049004473.1
LOC125727623	XM_049004474.1
gins4	XM_049004475.1
LOC125727623	XM_049004476.1
LOC125727625	XM_049004477.1
LOC125727626	XM_049004478.1
LOC125727626	XM_049004479.1
LOC125727627	XM_049004480.1
LOC125727628	XM_049004481.1
LOC125727629	XM_049004482.1
LOC125727629	XM_049004483.1
LOC125727629	XM_049004484.1
LOC125727631	XM_049004485.1
LOC125727632	XM_049004486.1
eif4ebp1	XM_049004487.1
LOC125727633	XM_049004488.1
LOC125727636	XM_049004489.1
LOC125727638	XM_049004490.1
LOC125727639	XM_049004491.1
LOC125727639	XM_049004492.1
LOC125727639	XM_049004493.1
zmp:0000001168	XM_049004494.1
zmp:0000001168	XM_049004495.1
zmp:0000001168	XM_049004496.1
LOC125727640	XM_049004497.1
zmp:0000001168	XM_049004498.1
zmp:0000001168	XM_049004499.1
zmp:0000001168	XM_049004500.1
zmp:0000001168	XM_049004501.1
LOC125727617	XM_049004502.1
si:ch1073-224n8.1	XM_049004503.1
LOC125727644	XM_049004504.1
LOC125727645	XM_049004505.1
LOC125727645	XM_049004506.1
LOC125727640	XM_049004507.1
LOC125727645	XM_049004508.1
LOC125727645	XM_049004509.1
LOC125727646	XM_049004510.1
LOC125727646	XM_049004511.1
LOC125727646	XM_049004512.1
LOC125727646	XM_049004513.1
LOC125727646	XM_049004514.1
LOC125727646	XM_049004515.1
LOC125727646	XM_049004516.1
LOC125727646	XM_049004517.1
LOC125727640	XM_049004518.1
LOC125727646	XM_049004519.1
LOC125727646	XM_049004520.1
LOC125727646	XM_049004521.1
LOC125727647	XM_049004522.1
LOC125727647	XM_049004523.1
LOC125727640	XM_049004524.1
LOC125727653	XM_049004525.1
LOC125727653	XM_049004526.1
LOC125727654	XM_049004527.1
LOC125727655	XM_049004528.1
LOC125727640	XM_049004529.1
LOC125727658	XM_049004530.1
LOC125727659	XM_049004531.1
LOC125727640	XM_049004532.1
flr	XM_049004533.1
pigq	XM_049004534.1
pigq	XM_049004535.1
pigq	XM_049004536.1
pigq	XM_049004537.1
pigq	XM_049004538.1
pigq	XM_049004539.1
fbxl16	XM_049004540.1
fbxl16	XM_049004541.1
LOC125727640	XM_049004542.1
alg1	XM_049004543.1
cunh16orf89	XM_049004544.1
eef2kmt	XM_049004545.1
gsg1l	XM_049004546.1
si:ch211-76l23.4	XM_049004547.1
si:ch211-76l23.4	XM_049004548.1
LOC125727640	XM_049004549.1
LOC125727673	XM_049004550.1
LOC125727674	XM_049004551.1
smg1	XM_049004552.1
arl6ip1	XM_049004553.1
rps15a	XM_049004554.1
LOC125727678	XM_049004555.1
LOC125727640	XM_049004556.1
LOC125727679	XM_049004557.1
LOC125727680	XM_049004558.1
LOC125727681	XM_049004559.1
LOC125727682	XM_049004560.1
LOC125727683	XM_049004561.1
clec19a	XM_049004562.1
LOC125727685	XM_049004563.1
LOC125727640	XM_049004564.1
LOC125727685	XM_049004565.1
LOC125727686	XM_049004566.1
arhgap18	XM_049004567.1
LOC125727690	XM_049004568.1
LOC125727690	XM_049004569.1
LOC125727690	XM_049004570.1
LOC125727690	XM_049004571.1
LOC125727640	XM_049004572.1
lama2	XM_049004573.1
il20ra	XM_049004574.1
il20ra	XM_049004575.1
il20ra	XM_049004576.1
LOC125704008	XM_049004577.1
lrrk2	XM_049004578.1
LOC125727694	XM_049004579.1
pex7	XM_049004580.1
si:dkey-126h10.1	XM_049004581.1
LOC125727640	XM_049004582.1
epb41l2	XM_049004583.1
epb41l2	XM_049004584.1
epb41l2	XM_049004585.1
epb41l2	XM_049004586.1
epb41l2	XM_049004587.1
epb41l2	XM_049004588.1
epb41l2	XM_049004589.1
epb41l2	XM_049004590.1
epb41l2	XM_049004591.1
LOC125727640	XM_049004592.1
LOC125727699	XM_049004593.1
LOC125727699	XM_049004594.1
med23	XM_049004595.1
med23	XM_049004596.1
l3mbtl3	XM_049004597.1
l3mbtl3	XM_049004598.1
l3mbtl3	XM_049004599.1
l3mbtl3	XM_049004600.1
LOC125727640	XM_049004601.1
l3mbtl3	XM_049004602.1
l3mbtl3	XM_049004603.1
LOC125727702	XM_049004604.1
tmem244	XM_049004605.1
hey2	XM_049004606.1
hey2	XM_049004607.1
tmem200a	XM_049004608.1
LOC125727640	XM_049004609.1
enah	XM_049004610.1
si:dkey-1j5.4	XM_049004611.1
opn5	XM_049004612.1
LOC125727711	XM_049004613.1
lbr	XM_049004614.1
lbr	XM_049004615.1
lbr	XM_049004616.1
LOC125727640	XM_049004617.1
LOC125727713	XM_049004618.1
LOC125727713	XM_049004619.1
LOC125727714	XM_049004620.1
LOC125727714	XM_049004621.1
LOC125727714	XM_049004622.1
LOC125727714	XM_049004623.1
LOC125727714	XM_049004624.1
LOC125727714	XM_049004625.1
LOC125727715	XM_049004626.1
LOC125727715	XM_049004627.1
ptchd4	XM_049004628.1
LOC125727718	XM_049004629.1
LOC125727716	XM_049004630.1
LOC125727718	XM_049004631.1
LOC125727718	XM_049004632.1
tnfrsf21	XM_049004633.1
LOC125727720	XM_049004634.1
LOC125727720	XM_049004635.1
LOC125727721	XM_049004636.1
cnih3	XM_049004637.1
cnih3	XM_049004638.1
LOC125727728	XM_049004639.1
LOC125727723	XM_049004640.1
LOC125727728	XM_049004641.1
LOC125727734	XM_049004642.1
LOC125727734	XM_049004643.1
LOC125727734	XM_049004644.1
LOC125727736	XM_049004645.1
LOC125727737	XM_049004646.1
LOC125727738	XM_049004647.1
LOC125727738	XM_049004648.1
mmp11a	XM_049004649.1
LOC125727738	XM_049004650.1
LOC125727739	XM_049004651.1
LOC125727740	XM_049004652.1
LOC125727741	XM_049004653.1
LOC125727742	XM_049004654.1
LOC125727743	XM_049004655.1
LOC125727749	XM_049004656.1
LOC125727743	XM_049004657.1
LOC125727754	XM_049004658.1
LOC125727755	XM_049004659.1
LOC125727755	XM_049004660.1
LOC125727755	XM_049004661.1
LOC125727756	XM_049004662.1
LOC125727757	XM_049004663.1
LOC125727757	XM_049004664.1
LOC125727758	XM_049004665.1
LOC125727743	XM_049004666.1
LOC125727759	XM_049004667.1
LOC125727760	XM_049004668.1
LOC125727760	XM_049004669.1
